店铺名字,类别,月销售,经度,纬度,
K21茶饮专研,奶茶果汁,0,113.910515,22.573334,
KADEN卡登(宝安店),奶茶果汁,111,113.894594,22.573238,
KOOMATEA 库玛茶,奶茶果汁,55,114.021679,22.655528,
KaKaTea水果茶,奶茶果汁,35,113.926835,22.527615,
Kakaar Coffee(KKone店),奶茶果汁,50,114.026726,22.528182,
KoKoTea(坂田国际中心店),奶茶果汁,7,114.07631,22.620749,
Koi(深圳KKONE店),奶茶果汁,305,114.027327,22.527791,
Koi(深圳东海坊步行街店),奶茶果汁,453,114.025647,22.538518,
Koi(深圳华强北店),奶茶果汁,438,114.082965,22.543253,
Koi(深圳卓悦汇购物中心店),奶茶果汁,421,114.060282,22.569133,
Koi(深圳南山京基百纳店),奶茶果汁,135,113.96936,22.531203,
Koi(深圳壹方城菁选店),奶茶果汁,228,113.887632,22.553477,
Koi(深圳布吉华润万象汇店),奶茶果汁,177,114.131897,22.591377,
Koi(深圳汇金广场店),奶茶果汁,430,114.119194,22.542569,
Koi(深圳海雅缤纷城店),奶茶果汁,280,113.9059,22.559078,
Koi(深圳龙华壹方天地B区店),奶茶果汁,263,114.028612,22.646303,
Koi（深圳皇庭广场店）,奶茶果汁,626,114.059807,22.533703,
Koi（深圳益田假日广场店）,奶茶果汁,254,113.974316,22.537372,
K茶,奶茶果汁,13,114.125887,22.607239,
LAB,奶茶果汁,0,114.224068,22.724009,
LE ZHAO COFFEE,奶茶果汁,6,114.1471074,22.60316781,
LEMON TEA柠茶(柠茶塘尾店),奶茶果汁,161,113.803771,22.701356,
LLG coffee,奶茶果汁,5,113.830097,22.719754,
LOVELY樂里（佐邻虹湾店）,奶茶果汁,60,114.039024,22.560358,
LOWCAL轻饮休闲吧(科技园店),奶茶果汁,35,113.952678,22.535252,
LUCKYTEA小确茶(集悦城店),奶茶果汁,596,113.987731,22.588222,
Le Qi,奶茶果汁,43,114.05256,22.800103,
LeQi奶茶店(塘厦四村店）,奶茶果汁,468,114.079593,22.799074,
Lemon西柠,奶茶果汁,51,113.854217,23.109132,
Lemon香柠,奶茶果汁,3,113.978378,23.12037,
LiLy饮品馆,奶茶果汁,13,114.053541,22.795565,
Lian茶(万悦城店),奶茶果汁,27,114.012406,22.731891,
LicoPark小公园甘草水果,奶茶果汁,1,113.893429,22.958071,
Life&Home生活.家咖啡馆,奶茶果汁,35,113.8674,22.56707,
Lucky·Tea(泛海城市广场店),奶茶果汁,107,113.892614,22.494013,
M&S·BAR茶饮小吃,奶茶果汁,34,113.881483,22.561224,
MACU果一百(华强北店),奶茶果汁,39,114.088084,22.544317,
MANCHA漫茶心悦之茶,奶茶果汁,96,113.923006,22.518006,
MC茗茶,奶茶果汁,3,113.847188,23.109688,
MIMO米莫的茶,奶茶果汁,1,114.011884,22.643851,
MIMO米莫的茶,奶茶果汁,24,113.983249,23.119005,
MINGSHENG皇茶,奶茶果汁,287,114.145548,22.747033,
MK(常平店),奶茶果汁,13,113.99688,22.975103,
MMT(九方店),奶茶果汁,221,114.082969,22.542739,
MMT么么茶(HALO广场店),奶茶果汁,564,114.107868,22.558207,
MMT气泡茶(壹方城店),奶茶果汁,58,113.887745,22.553672,
MOMENT 片刻生活馆,奶茶果汁,49,114.114745,22.650057,
MOMO茶,奶茶果汁,598,113.829766,23.288324,
MOOTEA末茶,奶茶果汁,3,114.068846,22.571312,
MOOTEA末茶,奶茶果汁,15,114.287135,23.171026,
MOOTEA末茶,奶茶果汁,30,113.933226,22.681277,
MOOTEA末茶,奶茶果汁,3,114.189949,22.637139,
MOTEA默茶(坂田店),奶茶果汁,165,114.060605,22.619949,
MUcoffee,奶茶果汁,1,114.302882,23.174501,
MU雪时间,奶茶果汁,0,114.059403,22.533125,
MYLOVE奶茶.铁板鸭肠,奶茶果汁,84,114.11431,22.627612,
Me2花茶师语,奶茶果汁,40,113.846475,23.109916,
MerrySun每日制作,奶茶果汁,37,114.148431,22.549704,
Minkai果汁,奶茶果汁,22,113.940781,22.953984,
MomsTouch皇茶,奶茶果汁,56,114.117183,22.600776,
Mr.Five,奶茶果汁,84,113.874457,23.07099,
Mr.drink奶茶,奶茶果汁,4,114.026538,22.617042,
M·TEA满茶(东汇城店),奶茶果汁,290,113.81875,23.28395,
NEWHEYTEA嘻茶(固戍店),奶茶果汁,1,113.845874,22.597921,
NICETEA,奶茶果汁,2,113.816212,22.734198,
ORIGINALFRESH原鲜(深圳湾万象城店),奶茶果汁,35,113.946768,22.516049,
ORIGINALFRESH原鲜(罗湖万象城),奶茶果汁,25,114.110353,22.538991,
OWNWAY奶茶甜品,奶茶果汁,16,113.922923,22.510877,
Oak欧克咖啡(华强九方店),奶茶果汁,56,114.083032,22.542607,
Olika饮品软欧包(坂田领汇店),奶茶果汁,50,114.058789,22.632886,
Original百分百,奶茶果汁,1,113.937976,23.086105,
PURlTy臻雪,奶茶果汁,73,114.268999,22.72908,
QINCHA沁茶(民乐店),奶茶果汁,47,114.051147,22.600582,
Q吧站(百花店),奶茶果汁,52,114.094627,22.552112,
Q恋茶(汇禾广场店),奶茶果汁,8,113.863458,23.127013,
ROYALTEA皇茶（文汇中学店）,奶茶果汁,8,113.896242,22.575451,
Remeet又见奶茶(岭南创谷店),奶茶果汁,13,113.927462,22.683713,
Remember,奶茶果汁,1,113.821428,22.653087,
Royaltea 皇茶,奶茶果汁,22,114.105664,22.554526,
Royaltea皇冕皇茶,奶茶果汁,55,114.036614,22.803955,
Royaltea皇茶,奶茶果汁,37,114.089279,23.013371,
Royaltea皇茶,奶茶果汁,13,113.907342,22.578314,
Royaltea皇茶(上水花园店),奶茶果汁,190,114.107941,22.627535,
Royaltea皇茶(梅林店),奶茶果汁,2945,114.04138,22.562003,
Royaltea皇茶天下(保利悦都店),奶茶果汁,61,114.033936,22.66815,
Roylte皇茶,奶茶果汁,371,114.054805,22.565877,
SE7ENTEA你的茶,奶茶果汁,6,114.070262,22.637242,
SEEFRUITS甘草水果,奶茶果汁,2,113.923195,22.512146,
SHUAITEA帅茶,奶茶果汁,5,113.833052,23.288031,
SUCO苏咕,奶茶果汁,187,113.947927,23.0848,
SUETEA苏苏茶(万达店),奶茶果汁,6,113.780327,23.033289,
SU深职店,奶茶果汁,29,113.948784,22.585212,
SWEET甜不甜(益田店),奶茶果汁,5,113.903592,22.766891,
SY Tea,奶茶果汁,7,113.857581,22.923713,
SYT饮品,奶茶果汁,6,113.88085,22.992152,
SanQTea叁憇茶,奶茶果汁,4,113.905146,22.56434,
Satday星期六,奶茶果汁,31,114.284498,23.171801,
Seeu西柚茶品(尚峰花园店),奶茶果汁,26,114.138901,22.623298,
SiTea司茶,奶茶果汁,56,114.186798,22.635025,
Siri Health 西里生活(城市山海店),奶茶果汁,0,114.078486,22.62005,
Souffle舒芙蕾奶茶甜品小吃店,奶茶果汁,9,113.806975,22.723334,
Sweet Tea,奶茶果汁,39,113.834967,23.016228,
T4清茶达人(连城店),奶茶果汁,27,114.0635809,22.53466886,
TAITEA呔茶(科技园北店),奶茶果汁,94,113.953869,22.558421,
TANING挞柠,奶茶果汁,1,114.079652,22.534507,
TC机遇咖啡,奶茶果汁,22,113.806634,23.099436,
TEA'S原味(惠州上塘店),奶茶果汁,72,114.282329,23.174242,
TEARHYME茶韵,奶茶果汁,59,114.302451,22.767617,
THE ALLEY 鹿角巷,奶茶果汁,395,114.064131,22.633517,
THE END.止,奶茶果汁,207,113.843838,23.298695,
THEALLEY鹿角巷(印力中心店),奶茶果汁,145,114.01222,22.544744,
TIGER SUGAR 老虎堂黑糖專売(市場路店),奶茶果汁,34,113.99746,22.972321,
TOGETHER一起茶(民治店),奶茶果汁,8,114.039064,22.629199,
TOME·叙奶茶(上合花园店),奶茶果汁,12,113.903577,22.579721,
TOURTEA巡道柠檬茶(松岗店),奶茶果汁,125,113.842,22.76616,
TT饮品,奶茶果汁,1,114.125472,23.13856,
Taning挞柠·柠檬茶(华强北店),奶茶果汁,208,114.086162,22.54479,
Tan荭茶,奶茶果汁,37,114.260771,22.718873,
Teabank(软件产业基地店),奶茶果汁,10,113.939521,22.524052,
Teaker碳茶客炸鸡汉堡奶茶(黄江店),奶茶果汁,61,114.001464,22.886793,
Teart Research Lab,奶茶果汁,67,113.937872,22.518288,
Teastory皇茶,奶茶果汁,65,114.152336,22.605858,
Tea元素饮品小吃店(富盈门店),奶茶果汁,17,113.890197,22.586296,
TheRaw原研觅食(壹方城店),奶茶果汁,664,113.887211,22.553404,
TheRaw原研觅食(壹方城店),奶茶果汁,665,113.887211,22.553404,
TheWhaLeTea奶茶(西丽店),奶茶果汁,132,113.954644,22.578118,
Tinyjoy小悦(科技园文化广场店),奶茶果汁,39,113.943179,22.540927,
Together 一起茶,奶茶果汁,7,113.817402,22.732856,
Together一起茶,奶茶果汁,16,113.963579,22.562288,
TouPar头款儿(黄贝岭店),奶茶果汁,60,114.132043,22.551397,
UGBATEA乌巴茶,奶茶果汁,1,114.032868,22.654824,
VCmore,奶茶果汁,47,114.127488,22.569196,
VEONES维星(怡景店),奶茶果汁,177,114.14035,22.556564,
VIMI唯觅时光(茶饮坂田店),奶茶果汁,31,114.076215,22.618731,
VMAX鲜榨果汁,奶茶果汁,47,114.10676,22.544675,
Vmax(万象汇店),奶茶果汁,29,114.131229,22.593404,
Vmax活性鲜榨原汁,奶茶果汁,19,114.24266,22.71343,
Vmax活性鲜榨原汁(海岸城店),奶茶果汁,1,113.935522,22.51744,
Vmax活性鲜榨原汁(科技园店),奶茶果汁,16,113.942665,22.549044,
Vmax活性鲜榨原汁（MHmall店),奶茶果汁,6,114.075842,22.722595,
Vmax鲜榨果汁,奶茶果汁,35,114.026706,22.528007,
VolgoCaffe(科兴店),奶茶果汁,46,113.944687,22.546276,
V元素奶茶汉堡小吃店,奶茶果汁,1,113.808447,22.732957,
Wowtea饮品学院,奶茶果汁,1,113.81906,22.74791,
Wu小姐的茶,奶茶果汁,42,114.009166,22.677584,
XIMEIXP(东汇城店),奶茶果汁,36,113.81871,23.284146,
Xin Qi新奇饮品,奶茶果汁,72,114.033222,22.982038,
YAN  HOUSE(铁场店),奶茶果汁,24,113.932643,23.156903,
YO!TEA有茶(坂田天安云谷店),奶茶果汁,0,114.069525,22.660482,
YO!Tea有茶(南山宝能太古城店),奶茶果汁,31,113.938042,22.500663,
YO!Tea有茶(南山海上世界店),奶茶果汁,470,113.915349,22.485506,
YO!Tea有茶(坂田佳华店),奶茶果汁,509,114.05814,22.632926,
YO!Tea有茶(宝安海雅缤纷城店),奶茶果汁,696,113.906122,22.559663,
YO!Tea有茶(皇庭广场店),奶茶果汁,546,114.059807,22.533703,
YO!Tea有茶(福永益田假日店),奶茶果汁,234,113.827125,22.668841,
YO!Tea有茶(福田中信店),奶茶果汁,440,114.099898,22.539291,
YO!Tea有茶(福田丰盛町卫星店),奶茶果汁,564,114.024733,22.535562,
YO!Tea有茶(福田购物公园店),奶茶果汁,543,114.053096,22.533947,
YO!Tea有茶(科兴科学园店),奶茶果汁,728,113.943549,22.548181,
YO!Tea有茶(罗湖hicity卫星店),奶茶果汁,404,114.132351,22.546946,
YO!Tea有茶(龙华COCO City店),奶茶果汁,469,114.047403,22.601085,
YO!Tea有茶(龙华星河iCO店),奶茶果汁,185,114.037514,22.65653,
YO!Tea有茶(龙岗宝能店),奶茶果汁,231,114.248456,22.724688,
YO!Tea有茶（东门1234店）,奶茶果汁,464,114.116161,22.544535,
YO!Tea有茶（宝安海格堡卫星店）,奶茶果汁,777,113.88513,22.557622,
YO!Tea有茶（罗湖地王卫星店）,奶茶果汁,4,114.110175,22.54258,
YO!Tea有茶（龙华壹方天地店）,奶茶果汁,501,114.027246,22.649028,
YO!Tea有茶（龙岗天安数码城店）,奶茶果汁,139,114.217589,22.724589,
YOGO有果水果茶店(壹海城店),奶茶果汁,86,114.238857,22.555263,
YOSNOW柚雪Tea(博罗富力店),奶茶果汁,4,114.308941,23.17506,
YO！Tea有茶(宝安兴东店),奶茶果汁,8,113.91908,22.58213,
YO！Tea有茶(来福士广场店),奶茶果汁,647,113.926253,22.51398212,
YO！Tea有茶(海雅百货店),奶茶果汁,473,113.92901,22.5189,
Yami,奶茶果汁,483,113.854029,22.900753,
Yomi+优米加(大冲店),奶茶果汁,210,113.952129,22.541058,
Yummy Yummy,奶茶果汁,2,113.978803,22.54509,
Yu·s·house,奶茶果汁,62,113.858186,23.105867,
Zhen茶屋,奶茶果汁,53,113.78754,23.034415,
Z?果汁,奶茶果汁,37,114.118617,22.537487,
all day,奶茶果汁,37,113.848563,23.106417,
andyou,奶茶果汁,10,114.126371,23.138044,
dakasitea大卡司(新安店),奶茶果汁,2803,113.895567,22.577669,
e-co(麟恒店),奶茶果汁,25,114.18715,22.63767,
e号冰站,奶茶果汁,14,114.313196,22.773964,
e号冰站(板石店),奶茶果汁,68,114.006569,22.972962,
e时三客,奶茶果汁,10,114.015116,22.633075,
e杯果茶,奶茶果汁,24,113.879249,22.57733,
e杯茶奶茶小吃(西丽店),奶茶果汁,114,113.949885,22.586437,
hello龙盖奶茶(荟港城店),奶茶果汁,1069,114.140356,22.687189,
i cool drink 想酷饮,奶茶果汁,26,114.121432,23.14781,
i cool drink 想酷饮,奶茶果汁,50,113.79549,23.042689,
iFCha一夫茶(宝安流塘店),奶茶果汁,53,113.889807,22.581526,
iFCha一夫茶(流塘国汇通店),奶茶果汁,53,113.884571,22.579849,
icooldrink想酷饮,奶茶果汁,0,113.980109,22.965338,
kemi可米(万润城店),奶茶果汁,35,114.130037,23.136662,
koomi(皇庭广场店),奶茶果汁,0,114.059803,22.533702,
le果奇柠,奶茶果汁,1,114.268252,22.71582,
like,奶茶果汁,48,114.240818,22.702965,
milk+芝心下午茶(深圳东门店),奶茶果汁,635,114.1189,22.548434,
miluga麦路嘉(横岗店),奶茶果汁,46,114.18603,22.650964,
mini,奶茶果汁,41,114.065168,22.613007,
moge tee愿茶(石岩店),奶茶果汁,9,113.932205,22.677604,
momoko,奶茶果汁,0,113.967688,22.5389135,
morereas多茶,奶茶果汁,61,113.784913,22.798046,
niuniu c&m(天宝店),奶茶果汁,224,113.781419,23.043708,
niuniu c&m(寮步店),奶茶果汁,539,113.881918,22.991509,
niuniu c&m(横沥店),奶茶果汁,642,113.964491,23.016552,
niuniu c&m(石碣店),奶茶果汁,515,113.816881,23.097385,
niuniu c&m(长安店),奶茶果汁,430,113.812012,22.809874,
raretea皇茶(星光城店),奶茶果汁,5,114.034122,22.664036,
royaItea皇茶(圣淘沙店),奶茶果汁,251,113.8682,22.573547,
royaitea皇茶,奶茶果汁,1,113.872087,23.107771,
royalcha皇茶,奶茶果汁,3,114.095627,22.553529,
royalstea皇茶(石龙仔店),奶茶果汁,59,113.9706,22.697501,
royaltea are皇茶(松岗店),奶茶果汁,19,113.821015,22.770127,
royaltea皇冕皇茶,奶茶果汁,9,114.106949,22.616966,
royaltea皇冕皇茶(玖龙玺店),奶茶果汁,69,114.041527,22.600147,
royaltea皇冕皇茶（民治店）,奶茶果汁,4,114.047195,22.619402,
royaltea皇茶,奶茶果汁,47,114.026597,22.537606,
royaltea皇茶,奶茶果汁,24,114.119288,22.583806,
royaltea皇茶,奶茶果汁,1,113.911694,22.543704,
royaltea皇茶,奶茶果汁,270,114.101618,22.760188,
royaltea皇茶,奶茶果汁,70,114.282871,23.167807,
royaltea皇茶,奶茶果汁,84,114.143159,23.241344,
royaltea皇茶,奶茶果汁,81,113.817457,22.70175,
royaltea皇茶,奶茶果汁,135,114.112945,22.599027,
royaltea皇茶,奶茶果汁,138,114.112945,22.599027,
royaltea皇茶,奶茶果汁,23,113.864026,22.628515,
royaltea皇茶,奶茶果汁,12,114.204788,22.646412,
royaltea皇茶,奶茶果汁,82,113.921008,22.930338,
royaltea皇茶,奶茶果汁,424,114.052483,22.799937,
royaltea皇茶,奶茶果汁,434,114.052483,22.799937,
royaltea皇茶,奶茶果汁,14,114.048912,22.523027,
royaltea皇茶,奶茶果汁,34,114.045788,22.644698,
royaltea皇茶,奶茶果汁,109,113.819069,22.809605,
royaltea皇茶,奶茶果汁,27,114.096653,22.561591,
royaltea皇茶,奶茶果汁,49,114.286893,22.694075,
royaltea皇茶,奶茶果汁,55,114.12423,22.67881,
royaltea皇茶,奶茶果汁,3,113.842722,22.598113,
royaltea皇茶(一方天地店),奶茶果汁,25,113.84461,22.59943,
royaltea皇茶(七巧国店),奶茶果汁,54,113.85672,22.56894,
royaltea皇茶(万科红沃尔玛店),奶茶果汁,18,114.127619,22.598893,
royaltea皇茶(上合店),奶茶果汁,17,113.900487,22.576271,
royaltea皇茶(下水径店),奶茶果汁,4,114.110408,22.615065,
royaltea皇茶(下沙八坊店),奶茶果汁,338,114.027654,22.52561,
royaltea皇茶(下油松新村店),奶茶果汁,47,114.03669,22.644503,
royaltea皇茶(中信龙盛店),奶茶果汁,84,114.297005,22.722435,
royaltea皇茶(京基店),奶茶果汁,1407,114.107063,22.537459,
royaltea皇茶(京基店),奶茶果汁,42,113.969951,22.532196,
royaltea皇茶(佳兆业店),奶茶果汁,7,114.130968,22.606479,
royaltea皇茶(兴东店),奶茶果汁,26,113.917973,22.5812,
royaltea皇茶(南岭店),奶茶果汁,112,114.150661,22.60964,
royaltea皇茶(后瑞店),奶茶果汁,1529,113.836256,22.630758,
royaltea皇茶(和沙店),奶茶果汁,14,113.804072,22.698821,
royaltea皇茶(坂田店),奶茶果汁,192,114.071751,22.629058,
royaltea皇茶(增城店),奶茶果汁,5,113.844279,23.297036,
royaltea皇茶(大浪店),奶茶果汁,510,114.003261,22.678407,
royaltea皇茶(天和百货店),奶茶果汁,49,114.151188,22.841375,
royaltea皇茶(天安花园店),奶茶果汁,50,114.070694,22.639268,
royaltea皇茶(学府店),奶茶果汁,628,113.92267,22.529138,
royaltea皇茶(学府店),奶茶果汁,644,113.92267,22.529138,
royaltea皇茶(建安二路店),奶茶果汁,1,113.887437,22.580097,
royaltea皇茶(新安店),奶茶果汁,544,113.903333,22.561897,
royaltea皇茶(新民店),奶茶果汁,44,113.791369,22.762275,
royaltea皇茶(松岗平安路店),奶茶果汁,71,113.851212,22.766783,
royaltea皇茶(步涌店),奶茶果汁,554,113.816594,22.753639,
royaltea皇茶(步涌店),奶茶果汁,558,113.816594,22.753639,
royaltea皇茶(沃尔玛店),奶茶果汁,66,114.269406,22.728984,
royaltea皇茶(玉岭店),奶茶果汁,42,114.151456,22.606779,
royaltea皇茶(福田中心店),奶茶果汁,1119,114.071159,22.53582,
royaltea皇茶(财富港店),奶茶果汁,375,113.868245,22.569209,
royaltea皇茶(财富港店),奶茶果汁,386,113.868245,22.569209,
royaltea皇茶(锦绣江南店),奶茶果汁,47,114.0309558,22.6363989,
royaltea皇茶(鹅公岭大业城店),奶茶果汁,27,114.156648,22.677085,
royaltea皇茶(龙华东环店),奶茶果汁,36,114.039142,22.645451,
royaltea皇茶(龙翔店),奶茶果汁,43,113.823265,22.672836,
royaltea皇茶·七度茶界(布吉国税局店),奶茶果汁,411,114.117638,22.602086,
royaltea皇茶（荟悦城店）,奶茶果汁,1,113.895672,22.581879,
royaltea皇茶（龙华店）,奶茶果汁,52,114.01386,22.656069,
royaltea茶尼斯皇茶(龙华店),奶茶果汁,44,114.006641,22.649017,
royaltelt皇茶,奶茶果汁,43,113.784649,22.757675,
royaltra皇茶（臻萃园店）,奶茶果汁,197,114.145422,22.761924,
salud欧洲冻酸奶(壹方城店),奶茶果汁,22,113.887207,22.553404,
souffler舒芙蕾,奶茶果汁,5,114.277294,23.166493,
superman茶饮,奶茶果汁,4,114.149018,23.147182,
teacontrol茶控(大朗店),奶茶果汁,32,113.940053,22.933962,
unic living museum,奶茶果汁,38,113.993172,22.591842,
vk空间生活馆(岗夏店),奶茶果汁,1,114.067596,22.536034,
vmax鲜榨果汁,奶茶果汁,27,114.150103,22.619219,
v果茶,奶茶果汁,57,113.969033,22.542837,
wankeup美食生活馆,奶茶果汁,9,114.060424,22.632839,
yoyo奶茶,奶茶果汁,35,114.085969,22.705084,
yuyu鲜茶,奶茶果汁,13,113.807326,22.712865,
一亩三分奶茶|烧仙草(后瑞店),奶茶果汁,68,113.835967,22.629734,
一亩花茶（民治店）,奶茶果汁,490,114.037311,22.634161,
一亩花茶（民治店）,奶茶果汁,491,114.037311,22.634161,
一仙一茶,奶茶果汁,38,114.049559,22.521264,
一口趣茶(莲塘店),奶茶果汁,394,114.169677,22.561861,
一口鲜茶水果茶(海航城店),奶茶果汁,40,114.266849,22.724952,
一只酸奶牛(大浪店),奶茶果汁,37,113.992859,22.674958,
一只酸奶牛(深大店),奶茶果汁,125,113.933562,22.526758,
一只酸奶牛(黄江星光城店),奶茶果汁,57,114.012697,22.915329,
一只酸奶牛（龙华店）,奶茶果汁,90,114.02453,22.65347,
一叮点饮品店,奶茶果汁,220,113.921696,22.533734,
一号线,奶茶果汁,3,113.978415,23.127187,
一品果茶,奶茶果汁,778,114.03769,22.63551,
一品轩(coco店),奶茶果汁,0,114.054442,22.534367,
一品轩(上品雅园店),奶茶果汁,0,114.083174,22.632258,
一品轩(清湖店),奶茶果汁,8,114.043953,22.670228,
